spotify_id,name,followers,popularity,genres,chart_hits
0H1pP8C4zaVSilRjiRa2Wy,d1no,19269.0,48,['german hip hop'],['de (1)']
2HmmA3GhP0xsbRUiDllJUn,pep & rash,77599.0,39,"['dutch edm', 'electro house', 'future house', 'house']","['gb (1)', 'ar (1)', 'ie (1)', 'mx (1)', 'nl (2)', 'tw (1)']"
2xIWjLEjEkPdclYsGGMTpK,b10,80926.0,45,['drill espanol'],['es (1)']
4RA4PC3WHM9OHZLExirTcU,apo hiking society,619169.0,56,"['classic opm', 'opm']",['ph (2)']
2AZOALDIBORfbzKTuliwdJ,cristian castro,2620684.0,69,"['latin arena pop', 'latin pop']","['ar (1)', 'mx (1)']"
7IpcJM0UZeU4b2SV9YRCqx,alika,28254.0,0,[],['id (1)']
3V79CTgRnsDdJSTqKitROv,nobuo uematsu,264682.0,61,"['anime score', 'chiptune', 'final fantasy', 'japanese classical', 'japanese vgm', 'orchestral soundtrack', 'video game music']",['sa (1)']
7jZMxhsB8djyIbYmoiJSTs,kiana ledé,1351452.0,64,"['chill r&b', 'dance pop', 'pop', 'pop r&b', 'r&b', 'rap', 'urban contemporary']","['cy (1)', 'id (1)', 'lt (1)', 'mt (1)', 'no (1)']"
15NoI73ol1fVF11li1RKMB,nick lopez,3252.0,31,[],['lu (1)']
6HHje5tfmzWK8PsSaoJ9Xp,samsons,887275.0,57,"['indonesian pop', 'indonesian pop rock']","['id (3)', 'my (1)']"
6pUYaWjHnY2HdN6RC6ELml,total ape,3330.0,34,[],['se (1)']
2L6UrPU37b4pCVWqURjkEX,don eazy,1210.0,28,['danish hip hop'],['dk (1)']
1IQ4CjwKkdARjL5KtYiMt4,ez mil,68207.0,44,"['pinoy hip hop', 'pinoy trap', 'tagalog rap']","['ph (1)', 'ae (1)']"
0t7vWPRBcVv4xBEHPZHSWA,sitti,74147.0,47,['opm'],['ph (1)']
6bOZtDVI19rOqC4NWihcea,los pikantes,7752.0,33,['plena uruguaya'],['uy (2)']
4XC335ouK6pXyq4QiIb8bP,eliza rose,12038.0,69,[],"['gb (2)', 'au (2)', 'at (1)', 'be (1)', 'cy (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'de (1)', 'is (1)', 'ie (2)', 'lv (1)', 'lt (2)', 'lu (1)', 'nl (1)', 'nz (1)', 'no (1)', 'sk (1)', 'se (1)', 'ch (1)']"
0LyOADBjj28cbvJWTXUEGA,loren allred,111839.0,58,"['deep talent show', 'hollywood', 'movie tunes']","['us (1)', 'gb (2)', 'au (2)', 'at (1)', 'cz (1)', 'do (1)', 'ee (1)', 'hk (2)', 'hu (1)', 'is (1)', 'id (2)', 'ie (2)', 'jp (2)', 'my (2)', 'mt (2)', 'mx (1)', 'nz (1)', 'no (1)', 'pa (1)', 'ph (2)', 'pt (1)', 'sg (2)', 'es (1)', 'se (1)', 'tw (2)']"
3JCyEziWwDZksR1WY8EckM,darío gómez,444728.0,58,"['classic colombian pop', 'folclor colombiano', 'musica popular colombiana']",['co (6)']
6Xg22wJOAcnvPUfk5WvODH,jeon soyeon,626827.0,56,['k-pop'],['kr (1)']
2Dxbev9hZzbiEEwocnObzH,faul,16673.0,36,['tropical house'],"['ee (1)', 'hu (1)', 'lv (1)', 'lt (1)', 'ph (1)', 'sg (1)']"
70x9rYb58QCNNeNxuO3StS,bruno & barretto,2455856.0,60,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (1)']
1tKrZaph4cLsnEdqC5BNEQ,clayton & romário,101804.0,67,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (3)']
6IzWNWChYAg3JifycyUluR,janne koivunen,125.0,4,[],['fi (1)']
0l8SbtNnklnNXq8RZC3YLy,grailz beni,4446.0,43,"['sad lo-fi', 'slowed and reverb']",['sa (1)']
6pZzHAdfBLIEkQVRUhB8ps,cakra khan,532592.0,52,['indonesian pop'],"['id (2)', 'my (2)']"
15tTVhFpH8EFXeDgO9xkRO,trey lewis,78275.0,56,"['contemporary country', 'country pop']",['us (1)']
5YxFBIX6yyncauK1DmRPY7,antti ketonen,5466.0,32,"['finnish pop', 'iskelma']",['fi (7)']
4FlKPhukcfvgdRVi4lUeji,danni,10436.0,29,['danish hip hop'],['dk (9)']
2tY2GFdhH0Wa2VBvsxew5X,alex ubago,1928777.0,64,"['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']","['ar (2)', 'co (1)', 'mx (1)', 'es (1)']"
4XDBGHRPftnFVN98aR9hVZ,jülevenner,55.0,3,[],['is (1)']
74TiOlvcz5OvCDBmOdfiyG,apollon,51.0,19,[],['sa (1)']
4u5rOZ3ecm8hFzCskgOEw3,innertier,19208.0,38,['norwegian pop'],['no (8)']
7sjRnhONmeFL1tmlUvdq70,fractures,35028.0,39,['vapor soul'],['fr (1)']
0OYspJRShx3Yx7QIykOJgq,og ulla-maija,20313.0,39,"['finnish dance pop', 'finnish hip hop', 'suomirap']",['fi (7)']
5uO0iSpH2o5KCJfJI3oF2p,pekka ruuska,2779.0,33,"['classic finnish pop', 'classic iskelma']",['fi (1)']
3VQDqjQ4wJyw8PzpGdlZpB,colde,319488.0,56,"['chill r&b', 'korean r&b']",['kr (1)']
3LVYHgfHgCTy3QSRt5kKQg,rasster,8930.0,49,[],"['ca (1)', 'no (1)']"
15KLH07gPcD01t7gy4PBFu,kobi peretz,83580.0,39,"['israeli mediterranean', 'mizrahi']",['il (1)']
6LBCQo20ri3tsvbsWWLmr6,powderfinger,396457.0,57,"['australian alternative rock', 'australian pop', 'australian rock', 'pop rock']",['au (1)']
4rAHyaEQmeABTKj0Rjok4V,dj travesura,25033.0,31,['guaracha'],"['ar (1)', 'uy (1)']"
29OFoMngbkNzwla2kczgdu,leila ad,70114.0,44,"['francoton', 'pop urbaine']",['fr (1)']
1s0U0EGo1JZZLMk3PMvmAX,jonzmen,140.0,0,[],['do (1)']
4N874uPqBka1QiCvnCVOtr,phoebe ryan,339160.0,55,"['alt z', 'electropop', 'indie electropop', 'indie poptimism', 'uk pop']","['us (1)', 'au (1)', 'be (1)', 'ca (1)', 'cz (1)', 'hk (1)', 'ie (1)', 'my (1)', 'nz (1)', 'no (2)', 'ph (1)', 'pl (1)', 'sg (1)', 'ch (1)', 'tw (1)', 'tr (1)']"
71hQB5jxdNiHk5gzZRhicQ,sonoko inoue,203114.0,55,"['anime rock', 'j-pop', 'japanese singer-songwriter']",['jp (1)']
0W6YzWeMAORHYzwdGsU1Y2,лялька,9025.0,35,['zhenskiy rep'],"['ru (1)', 'ua (1)']"
7siPnM6FjNP8KnXO5YDwAH,mente fuerte,175840.0,53,"['greek hip hop', 'greek pop', 'greek trap']","['cy (8)', 'gr (34)']"
02qlwM8fpqep7vX8KKEFmK,la vision,7721.0,51,[],"['at (1)', 'cz (1)', 'ee (1)', 'fi (1)', 'de (1)', 'hu (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'pl (1)', 'sk (1)', 'ch (1)']"
7wU2WGCJ8HxkekHHE2QLul,fuego,253571.0,67,"['latin hip hop', 'rap dominicano', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (3)', 'bo (2)', 'cl (2)', 'co (3)', 'cr (2)', 'do (4)', 'ec (3)', 'sv (2)', 'fr (1)', 'gt (2)', 'hn (2)', 'it (1)', 'lu (1)', 'mx (1)', 'ni (2)', 'pa (3)', 'py (2)', 'pe (2)', 'es (6)', 'uy (4)']"
7ciBW1p3KBsYIkFk4UmwS8,the rudeboyz,14451.0,51,['trap brasileiro'],"['ar (1)', 'bo (1)', 'cl (2)', 'co (2)', 'cr (1)', 'do (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'mt (1)', 'mx (1)', 'ni (1)', 'pa (1)', 'py (1)', 'pe (1)', 'es (1)', 'uy (1)']"
3N7PAaiIBEDfL6y6Rwso48,martin stenmarck,25787.0,37,"['classic swedish pop', 'europop', 'swedish pop']",['se (3)']
2l35CQqtYRh3d8ZIiBep4v,mkto,995449.0,66,"['dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'uk pop']","['us (3)', 'gb (2)', 'au (5)', 'at (1)', 'be (2)', 'bo (1)', 'br (2)', 'bg (2)', 'ca (3)', 'cl (1)', 'co (1)', 'cr (1)', 'cz (3)', 'dk (2)', 'do (1)', 'ec (1)', 'sv (1)', 'ee (2)', 'fi (2)', 'fr (1)', 'de (1)', 'gr (2)', 'gt (1)', 'hn (1)', 'hk (3)', 'hu (3)', 'is (2)', 'ie (2)', 'it (2)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (4)', 'mt (2)', 'nl (3)', 'nz (5)', 'ni (1)', 'no (3)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (3)', 'pl (2)', 'pt (2)', 'sg (3)', 'sk (2)', 'za (1)', 'se (3)', 'ch (3)', 'tw (3)', 'tr (3)', 'ae (1)', 'uy (1)']"
62nVRNDLaS8m1p31F6omGw,josé madero,301455.0,62,['mexican indie'],"['bo (1)', 'ec (1)', 'mx (2)']"
6TYimByryGphZCtwYopH0y,lauana prado,2705362.0,69,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",['br (7)']
6FJeuwLBCX8VSTf6hp1Vc9,lege-cy,345340.0,47,"['egyptian hip hop', 'egyptian trap']",['eg (14)']
6p93NbyqUbcIt3VDvBCBPa,nanà,292.0,1,[],['th (1)']
4vcc1VAbvzJjbMTsPYL6OU,黄霄雲,14334.0,47,[],"['sg (1)', 'tw (1)']"
4Wf4s9fjkHKp1B4kD86u4w,sherol dos santos,6172.0,6,[],['it (1)']
6wje46d51a0hZE1gqkKL3J,taew,1385.0,31,[],['th (1)']
6kG0WKHsAOfWp5IsizmQxR,sachi,15361.0,40,"['nz electronic', 'nz pop']",['nz (1)']
0qZWRrQj38rwkxeRQ3HowZ,ruben annink,22014.0,43,"['dutch pop', 'dutch singer-songwriter']",['nl (1)']
7EuXVmTcFfpvmFbi1CTctP,kuningasidea,19686.0,33,"['finnish dance pop', 'finnish pop', 'finnish reggae']",['fi (8)']
0Do6bAo2kcVLp7ekzypskJ,a banca records,142541.0,49,"['brazilian hip hop', 'trap brasileiro', 'trap carioca']",['br (1)']
1miuiUk8Xya3zRHZzqAYAW,mokke,4495.0,42,"['swedish drill', 'swedish hip hop', 'swedish trap pop']",['se (2)']
0AtQAehoytV7j1r4O16dRb,cooper alan,251538.0,57,[],['no (1)']
4ur1jCwyNlhgd0viJkOtcQ,yooa,54528.0,37,[],['tw (1)']
6bUbaWCjpjUl7pBQ4FQKgF,linus s,5519.0,4,[],['se (2)']
5qpRZGcyFKPkQqecBMZ1wz,kamerzysta,142172.0,35,['polish trap'],['pl (1)']
5tG5dl5mS2wB5w72YBpsyg,herbert grönemeyer,629217.0,57,"['german pop', 'german rock', 'liedermacher']",['de (1)']
2PVg2kfkw7jNNVfy6ouB3H,kpri,41055.0,47,"['french hip hop', 'pop urbaine', 'rap francais', 'rap lyonnais']",['fr (1)']
1zO1FWFxxNUCqUuGATxZQZ,gyakie,145598.0,51,"['afro r&b', 'azontobeats', 'nigerian pop']",['za (1)']
6meomXUCnPUYEWxITWNVZ0,sherman chung,10196.0,30,['cantopop'],['hk (1)']
7mC8Nb2rN3hM0v0bpxaMzL,kartky,277385.0,53,['polish hip hop'],['pl (8)']
4h50ekU1ax70sX6deaIli9,rpg,10919.0,30,"['hong kong hip hop', 'taiwan hip hop', 'taiwan pop']",['tw (4)']
5M3ffmRiOX9Q8Y4jNeR5wu,wren evans,26609.0,47,"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']",['vn (3)']
12SCd6QOxrQJIfAe5Y4bDN,marty mckay,2545.0,10,[],['ni (1)']
2zWCw43oRZ74LlMb14JWVR,cravata,218031.0,42,"['moroccan pop', 'rai', 'rif']",['ma (9)']
00Ja3YjvU4DYCHWt6cPs42,jolyon petch,25807.0,50,"['australian house', 'deep tropical house']","['au (1)', 'nz (1)']"
4kwEd1P9j15ZqUVP5zK7Pv,joe stone,32782.0,55,"['deep groove house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm']","['gb (1)', 'cz (1)', 'ie (1)', 'it (1)', 'lt (1)', 'nl (1)', 'sk (1)']"
7drPVZKqAnbY227UltZV3l,benedixhion,14722.0,39,"['russian drain', 'russian emo rap']","['ru (1)', 'ua (1)']"
3jPN2U65cMPzvozEBue5zp,sidarta,31493.0,60,"['greek pop', 'greek trap']","['cy (3)', 'gr (5)']"
5xRZqaqEy9SX8GrmtXoSGT,g22,6659.0,33,['taiwan hip hop'],['tw (2)']
7BGR8y1VZAWK2oR4zD9COr,protoje,335321.0,58,"['dancehall', 'modern reggae']",['cr (2)']
78G38bSvPxoyNTM9AzgkIP,frank løke,696.0,13,[],['no (2)']
23jUmiOyAG9Dzq6Ayp9LUG,spacespeakers,125637.0,28,['v-pop'],['vn (1)']
4vH9G6Sah9CmkDMDy4jUwe,sphera,1867.0,21,[],['il (1)']
6NwYl6JuXxC9H8T0hkNg6Q,herra ylppö,25030.0,33,"['finnish post-punk', 'suomi rock']",['fi (9)']
2cHdytz9MoYGg1SReBPTWY,la vida moderna,4793.0,1,[],['es (1)']
0BMQhit4vJRkf4b1HO5qXv,ปรีชา ปัดภัย,11296.0,29,['thai viral pop'],['th (1)']
7fFoO8E3rLkTJBItdhAwCy,lars-erik larsson,1838.0,16,"['early modern classical', 'swedish classical']",['no (1)']
5nWpcynsaMBFgtGmJODhdi,devano,532807.0,45,['indonesian pop'],['id (2)']
3JiKtJqdJ3qUhJRphJk1cT,thodoris ferris,34452.0,44,"['greek pop', 'laiko']",['cy (1)']
3qL7BzwJOXq3EzAio36aLX,ghea indrawari,130128.0,49,['indonesian pop'],['id (1)']
1BjUnGUvkdXUi1ULgcgZvQ,mc anônimo,71245.0,38,['brega funk'],['br (1)']
04MtOUkmIDC4LAxDDBjrOY,andre hazes,624155.0,60,"['dutch pop', 'dutch rock', 'levenslied', 'nederpop']",['nl (3)']
6p3G10bi9yrw3me7CDrCta,ace collection,42762.0,43,"['anime', 'j-pop boy group']",['jp (1)']
2bdcBjvuI9worc472GbeU0,samuel kim,255766.0,65,['anime lo-fi'],"['cz (1)', 'hu (1)', 'sk (1)']"
4eU1y1C4Jxr7eFA56Aivwf,trifecta,175.0,8,[],"['gr (1)', 'hu (1)', 'lt (1)', 'sk (1)']"
0BUTvSwaoKcP9ucuEyyYpr,cassandra,16553.0,45,[],['id (1)']
23fqKkggKUBHNkbKtXEls4,kygo,8134874.0,80,"['edm', 'pop', 'pop dance', 'tropical house']","['us (28)', 'gb (24)', 'ar (9)', 'au (24)', 'at (35)', 'be (28)', 'bo (10)', 'br (11)', 'bg (26)', 'ca (36)', 'cl (10)', 'co (10)', 'cr (10)', 'cy (23)', 'cz (36)', 'dk (35)', 'do (10)', 'ec (10)', 'eg (4)', 'sv (10)', 'ee (36)', 'fi (37)', 'fr (21)', 'de (31)', 'gr (25)', 'gt (12)', 'hn (12)', 'hk (23)', 'hu (38)', 'is (21)', 'in (9)', 'id (21)', 'ie (31)', 'il (11)', 'it (17)', 'jp (13)', 'lv (32)', 'lt (39)', 'lu (31)', 'my (24)', 'mt (30)', 'mx (10)', 'ma (3)', 'nl (34)', 'nz (21)', 'ni (9)', 'no (64)', 'pa (13)', 'py (10)', 'pe (9)', 'ph (21)', 'pl (25)', 'pt (24)', 'ro (14)', 'sa (5)', 'sg (25)', 'sk (42)', 'za (14)', 'kr (3)', 'es (14)', 'se (46)', 'ch (44)', 'tw (31)', 'th (13)', 'tr (12)', 'ua (1)', 'ae (6)', 'uy (9)', 'vn (12)', 'ad (1)']"
0YUrJpMVgqTxD8UnfPRKEh,fulo el yeyo,17689.0,36,['panamanian pop'],['pa (1)']
5rI6C5mJm6GYXbGHhpHTu9,attaque 77,479470.0,57,"['argentine punk', 'argentine rock', 'latin alternative', 'latin rock', 'rock en espanol', 'ska argentino']",['ar (1)']
6SsTlCsuCYleNza6xGwynu,agnes,118389.0,56,"['dance pop', 'electropop', 'europop', 'swedish electropop', 'swedish idol pop', 'swedish pop']",['se (7)']
6SIzX2yHlfa3V0xDHLmrbe,confidentialmx,2122.0,26,[],"['bg (1)', 'my (1)', 'pt (1)', 'sk (1)']"
5a8n5eVrmneQvM5cRCqjfw,ronnie hussein,13568.0,28,['malaysian pop'],['my (1)']
6nEgkeR03q2qtKZmrVq100,el villano,294637.0,45,['cumbia pop'],"['ar (5)', 'es (1)', 'uy (5)']"
5UOOgRWguRmVZo1voJuQpf,orgânico,196759.0,54,['pop rap brasileiro'],['br (1)']
7cEaNXXTHx3LokbjUUyHal,big naughty,175577.0,59,[],['kr (7)']
75MOYjGEyyH5U4ZFHOPvxR,lim young woong,43188.0,54,['trot'],['kr (17)']
15UyjlO0ZuDaSjXUGytDbI,u sung eun,17395.0,36,['korean pop'],['tw (1)']
1qGohIp3a4kh1Euymx0pyL,ocean park standoff,27933.0,48,"['la pop', 'pop rock']",['no (1)']
1WgXqy2Dd70QQOU7Ay074N,aurora,2426951.0,73,"['art pop', 'norwegian pop']","['us (1)', 'gb (2)', 'ar (1)', 'au (1)', 'at (3)', 'be (1)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (1)', 'cr (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (1)', 'fr (1)', 'de (3)', 'gr (1)', 'gt (1)', 'hn (1)', 'hk (1)', 'hu (1)', 'is (1)', 'in (1)', 'id (1)', 'ie (2)', 'il (1)', 'it (1)', 'lv (2)', 'lt (3)', 'lu (1)', 'my (1)', 'mx (1)', 'ma (1)', 'nl (1)', 'nz (1)', 'ni (1)', 'no (19)', 'pa (1)', 'py (1)', 'pe (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sg (1)', 'sk (2)', 'za (1)', 'kr (1)', 'es (2)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'tr (1)', 'ua (2)', 'ae (1)', 'uy (1)', 'vn (2)']"
7AuBGlcUaHok37yr6u963C,ehab tawfik,352880.0,42,"['arab pop', 'classic arab pop', 'egyptian pop']",['eg (1)']
5Y1GOHdRGUuisf1Z2fCOUL,spoky1911,21.0,0,[],['is (1)']
7h1amg0X7Q5d0D5KfuyKTg,pyrex,29130.0,57,"['italian hip hop', 'trap italiana']",['it (3)']
08XpoQUQ8CrwDVMo1BOEpj,hala al turk,41244.0,28,"['arab pop', 'khaliji']",['sa (2)']
584RKJOLzbEflvpk6qFPS1,mc ysa,21592.0,32,['brega funk'],['br (1)']
0TW5M8RYADmgeCP1q523hf,kjartan lauritzen,22029.0,42,"['norwegian indie', 'norwegian pop', 'norwegian pop rap']",['no (4)']
3wYcmejLVtOoHIq9szUugh,kaho hung,24853.0,53,"['cantopop', 'hk-pop']",['hk (11)']
5tf7Xldyt8YlDmudOZU0oh,gimpson,3610.0,0,[],['pl (2)']
5RdLYZ9xsG0EEVyn5Eetnh,pimeys,3370.0,16,"['finnish indie', 'suomi rock']",['fi (4)']
4NGKV5T9KOY3eGtJ42fax0,fynn jamal,17459.0,32,['malaysian indie'],['my (2)']
1Pu2OFhNGOTakxDgxoIXiv,diego boneta,90846.0,51,['latin arena pop'],['mx (3)']
7hwN21Cb3TydnAl2o3iOsE,starclouds,403.0,0,['slowed and reverb'],['sa (1)']
5qRaZYOswQo7YMPgvdfU2f,25 hours,275793.0,49,"['thai pop', 'thai rock']",['th (5)']
2RxCv6j8Wu2rYbmtOBvg6F,abdul majeed abdullah,860938.0,45,"['classic arab pop', 'khaliji']",['sa (4)']
2Wihg8pti3bPnQ4ByrU309,moreno,40619.0,28,[],['it (3)']
0cbL6CYnRqpAxf1evwUVQD,die ärzte,871401.0,65,"['german alternative rock', 'german pop', 'german punk', 'german rock']","['at (1)', 'de (11)']"
7JthQ6zwNzfxRfIEjp6wUs,hiraidai,1205276.0,66,"['j-pop', 'japanese singer-songwriter', 'japanese teen pop']",['jp (34)']
08ZqXO40nMrhBoGma4kls2,syko,117715.0,58,['glitchcore'],"['bg (1)', 'ee (1)', 'lv (1)', 'lt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'ua (1)', 'ae (1)']"
5RRPSRJpISAWEPOeSfYuhV,rino gaetano,647105.0,55,"[""canzone d'autore"", 'classic italian pop', 'italian adult pop']",['it (1)']
5XkrVVn0lQIVPkH55nbTgZ,r-chord,146283.0,45,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",['tw (23)']
0FEJqmeLRzsXj8hgcZaAyB,indila,953840.0,68,['french pop'],"['be (3)', 'bg (4)', 'eg (1)', 'ee (1)', 'fr (4)', 'de (1)', 'gr (2)', 'lu (1)', 'ma (1)', 'nl (2)', 'no (1)', 'pl (2)', 'sa (2)', 'sk (1)', 'ch (1)', 'tr (2)', 'ae (1)']"
7EK1bQADBoqbYXnT4Cqv9w,john denver,1646622.0,67,"['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']","['gb (1)', 'be (2)', 'ca (2)', 'ee (1)', 'hu (2)', 'ie (1)', 'lv (1)', 'lt (1)', 'lu (2)', 'mt (2)', 'nl (1)', 'pl (1)', 'th (1)']"
24BYRlsS8uIO4jA71mJ4Js,imran khan,1500980.0,63,"['desi hip hop', 'desi pop', 'desi trap', 'modern bollywood', 'pakistani hip hop']","['in (3)', 'sa (1)']"
6sYR8JTRUUUzSD9IydLhfG,guizmo,528654.0,52,"['french hip hop', 'pop urbaine', 'rap francais', 'rap inde']",['fr (6)']
