Artist,Song,Sentiment,Followers,Popularity,Genre
dean martin,ain't gonna try anymore,Positive,1359975.0,66.0,adult standards
backstreet boys,i'll never break your heart,Negative,4721166.0,74.0,boy band
dean martin,innamorata,Positive,1359975.0,66.0,adult standards
dean martin,the river seine,Positive,1359975.0,66.0,adult standards
dean martin,that's amore,Positive,1359975.0,66.0,adult standards
dean martin,take your girlie to the movies,Positive,1359975.0,66.0,adult standards
dean martin,bet-i-cha,Positive,1359975.0,66.0,adult standards
taylor swift,new romantics,Positive,58554324.0,94.0,pop
taylor swift,stay beautiful,Positive,58554324.0,94.0,pop
backstreet boys,the one,Negative,4721166.0,74.0,boy band
taylor swift,mandolin,Positive,58554324.0,94.0,pop
dean martin,out in the cold again,Negative,1359975.0,66.0,adult standards
backstreet boys,is it just me,Positive,4721166.0,74.0,boy band
taylor swift,the lucky one,Positive,58554324.0,94.0,pop
westlife,i have a dream,Positive,3155018.0,69.0,boy band
dean martin,just in time,Positive,1359975.0,66.0,adult standards
dean martin,brahm's lullaby,Positive,1359975.0,66.0,adult standards
dean martin,la paloma,Positive,1359975.0,66.0,adult standards
backstreet boys,i did it for you,Positive,4721166.0,74.0,boy band
dean martin,face the music,Positive,1359975.0,66.0,adult standards
dean martin,my guiding star,Positive,1359975.0,66.0,adult standards
westlife,miracle,Negative,3155018.0,69.0,boy band
westlife,puzzle of my heart,Positive,3155018.0,69.0,boy band
backstreet boys,masquerade,Positive,4721166.0,74.0,boy band
taylor swift,enchanted,Positive,58554324.0,94.0,pop
dean martin,good morning life,Positive,1359975.0,66.0,adult standards
dean martin,kiss,Positive,1359975.0,66.0,adult standards
westlife,hit you with the real thing,Positive,3155018.0,69.0,boy band
dean martin,"blue, blue day",Positive,1359975.0,66.0,adult standards
westlife,heart without a home,Positive,3155018.0,69.0,boy band
dean martin,mambo italiano,Positive,1359975.0,66.0,adult standards
dean martin,rainbows are back in style,Positive,1359975.0,66.0,adult standards
taylor swift,honey baby,Negative,58554324.0,94.0,pop
dean martin,the lady with the big umbrella,Positive,1359975.0,66.0,adult standards
dean martin,on the sunny side of the street,Positive,1359975.0,66.0,adult standards
dean martin,on an evening in roma (sott'er celo de roma),Negative,1359975.0,66.0,adult standards
backstreet boys,no one else comes close,Positive,4721166.0,74.0,boy band
dean martin,all in a night's work,Positive,1359975.0,66.0,adult standards
dean martin,hominy grits,Positive,1359975.0,66.0,adult standards
backstreet boys,let the music heal your soul,Positive,4721166.0,74.0,boy band
dean martin,sleepy time gal,Positive,1359975.0,66.0,adult standards
dean martin,open up the doghouse (two cats are coming in),Positive,1359975.0,66.0,adult standards
dean martin,change of heart,Positive,1359975.0,66.0,adult standards
dean martin,home,Positive,1359975.0,66.0,adult standards
backstreet boys,try,Positive,4721166.0,74.0,boy band
backstreet boys,my heart stays with you,Negative,4721166.0,74.0,boy band
westlife,can't loose what you never had,Negative,3155018.0,69.0,boy band
taylor swift,stay stay stay,Negative,58554324.0,94.0,pop
dean martin,carolina moon,Positive,1359975.0,66.0,adult standards
dean martin,watching the world go by,Positive,1359975.0,66.0,adult standards
dean martin,everybody's had the blues,Negative,1359975.0,66.0,adult standards
backstreet boys,take care,Negative,4721166.0,74.0,boy band
dean martin,release me (and let me love again),Positive,1359975.0,66.0,adult standards
backstreet boys,last night you saved my life,Positive,4721166.0,74.0,boy band
dean martin,the big blue sky,Positive,1359975.0,66.0,adult standards
dean martin,think about me,Negative,1359975.0,66.0,adult standards
dean martin,we'll sing in the sunshine,Negative,1359975.0,66.0,adult standards
westlife,queen of my heart,Negative,3155018.0,69.0,boy band
taylor swift,thug story,Positive,58554324.0,94.0,pop
dean martin,peddler man (ten i loved),Positive,1359975.0,66.0,adult standards
westlife,beyond the sea,Positive,3155018.0,69.0,boy band
dean martin,turn to me,Positive,1359975.0,66.0,adult standards
dean martin,jingle bells,Positive,1359975.0,66.0,adult standards
dean martin,the day you came along,Positive,1359975.0,66.0,adult standards
westlife,l.o.v.e,Positive,3155018.0,69.0,boy band
westlife,poet's heart,Positive,3155018.0,69.0,boy band
dean martin,(remember me) i'm the one who loves you,Negative,1359975.0,66.0,adult standards
dean martin,imagination,Negative,1359975.0,66.0,adult standards
dean martin,i'll gladly make the same mistake again,Positive,1359975.0,66.0,adult standards
taylor swift,need you now,Negative,58554324.0,94.0,pop
backstreet boys,passionate,Positive,4721166.0,74.0,boy band
dean martin,somewhere there's a someone,Positive,1359975.0,66.0,adult standards
taylor swift,cornelia street,Negative,58554324.0,94.0,pop
westlife,heal,Negative,3155018.0,69.0,boy band
dean martin,in the chapel in the moonlight,Positive,1359975.0,66.0,adult standards
dean martin,cheatin' on me,Positive,1359975.0,66.0,adult standards
dean martin,forgetting you,Negative,1359975.0,66.0,adult standards
dean martin,from lover to loser,Negative,1359975.0,66.0,adult standards
backstreet boys,children of the world,Positive,4721166.0,74.0,boy band
dean martin,that old clock on the wall,Positive,1359975.0,66.0,adult standards
dean martin,heaven can wait,Positive,1359975.0,66.0,adult standards
westlife,tonight,Positive,3155018.0,69.0,boy band
dean martin,i know your mother loves you,Positive,1359975.0,66.0,adult standards
westlife,you must have had a broken heart,Positive,3155018.0,69.0,boy band
dean martin,i can't give you anything but love,Positive,1359975.0,66.0,adult standards
westlife,mack the knife,Positive,3155018.0,69.0,boy band
taylor swift,look what you made me do,Negative,58554324.0,94.0,pop
backstreet boys,heaven in your eyes,Negative,4721166.0,74.0,boy band
dean martin,it's a big wide wonderful world,Positive,1359975.0,66.0,adult standards
taylor swift,all because of ellen,Negative,58554324.0,94.0,pop
dean martin,hark! the herald angels sing,Positive,1359975.0,66.0,adult standards
dean martin,the peanut vendor,Positive,1359975.0,66.0,adult standards
westlife,over and out,Negative,3155018.0,69.0,boy band
backstreet boys,downpour,Negative,4721166.0,74.0,boy band
taylor swift,riptide,Negative,58554324.0,94.0,pop
backstreet boys,show 'em (what you're made of),Positive,4721166.0,74.0,boy band
westlife,i left my heart in san francisco,Positive,3155018.0,69.0,boy band
taylor swift,i knew you were trouble (remix),Negative,58554324.0,94.0,pop
dean martin,love thy neighbor,Positive,1359975.0,66.0,adult standards
dean martin,the sun is shinin' (on everybody but me),Positive,1359975.0,66.0,adult standards
backstreet boys,happily never after,Positive,4721166.0,74.0,boy band
backstreet boys,let's do it for love,Positive,4721166.0,74.0,boy band
westlife,love can build a bridge,Positive,3155018.0,69.0,boy band
dean martin,never before,Negative,1359975.0,66.0,adult standards
dean martin,baby won't you please come home,Negative,1359975.0,66.0,adult standards
dean martin,thirty more miles to san diego,Positive,1359975.0,66.0,adult standards
backstreet boys,i want it that way,Negative,4721166.0,74.0,boy band
taylor swift,clean,Positive,58554324.0,94.0,pop
backstreet boys,international luv,Positive,4721166.0,74.0,boy band
taylor swift,superman,Positive,58554324.0,94.0,pop
dean martin,i'm sitting on the top of the world,Positive,1359975.0,66.0,adult standards
dean martin,all i do is dream of you,Positive,1359975.0,66.0,adult standards
westlife,i promise you that,Positive,3155018.0,69.0,boy band
dean martin,the night is young and you're so beautiful,Positive,1359975.0,66.0,adult standards
westlife,ain't that a kick in the head,Positive,3155018.0,69.0,boy band
dean martin,it keeps right on a-hurtin',Positive,1359975.0,66.0,adult standards
dean martin,dream,Negative,1359975.0,66.0,adult standards
dean martin,blue smoke,Positive,1359975.0,66.0,adult standards
dean martin,return to me,Positive,1359975.0,66.0,adult standards
taylor swift,white horse,Negative,58554324.0,94.0,pop
dean martin,let's put out the lights (and go to sleep),Positive,1359975.0,66.0,adult standards
dean martin,love put a song in my heart,Positive,1359975.0,66.0,adult standards
backstreet boys,in a world like this,Positive,4721166.0,74.0,boy band
taylor swift,ten dollars and a six pack,Negative,58554324.0,94.0,pop
dean martin,gentle on my mind,Positive,1359975.0,66.0,adult standards
westlife,i lay my love on you,Positive,3155018.0,69.0,boy band
backstreet boys,you can let go,Negative,4721166.0,74.0,boy band
westlife,one last time,Positive,3155018.0,69.0,boy band
dean martin,peg o' my heart,Positive,1359975.0,66.0,adult standards
taylor swift,there's your trouble,Positive,58554324.0,94.0,pop
dean martin,who's got the action,Positive,1359975.0,66.0,adult standards
westlife,repair,Positive,3155018.0,69.0,boy band
backstreet boys,unsuspecting sunday afternoon,Positive,4721166.0,74.0,boy band
westlife,miss you when i'm dreaming,Negative,3155018.0,69.0,boy band
dean martin,la vie en rose,Positive,1359975.0,66.0,adult standards
dean martin,where can i go without you,Negative,1359975.0,66.0,adult standards
dean martin,don't you remember,Negative,1359975.0,66.0,adult standards
westlife,never knew i was losing you,Positive,3155018.0,69.0,boy band
taylor swift,brought up that way,Positive,58554324.0,94.0,pop
westlife,miss you,Positive,3155018.0,69.0,boy band
dean martin,if i had you,Positive,1359975.0,66.0,adult standards
dean martin,rain,Positive,1359975.0,66.0,adult standards
dean martin,i'll be home for christmas,Negative,1359975.0,66.0,adult standards
dean martin,in the misty moonlight,Positive,1359975.0,66.0,adult standards
taylor swift,the man,Negative,58554324.0,94.0,pop
backstreet boys,love will keep you up all night,Positive,4721166.0,74.0,boy band
dean martin,your the right one,Positive,1359975.0,66.0,adult standards
dean martin,oh boy! oh boy! oh boy! oh boy! oh boy!,Positive,1359975.0,66.0,adult standards
westlife,until the end of time,Negative,3155018.0,69.0,boy band
taylor swift,shake it off,Negative,58554324.0,94.0,pop
backstreet boys,that's what she said,Positive,4721166.0,74.0,boy band
westlife,another life,Positive,3155018.0,69.0,boy band
dean martin,raindrops keep fallin' on my head,Positive,1359975.0,66.0,adult standards
dean martin,i'm in love with you,Positive,1359975.0,66.0,adult standards
taylor swift,christmases when you were mine,Negative,58554324.0,94.0,pop
dean martin,s'posin',Positive,1359975.0,66.0,adult standards
dean martin,i'm yours,Positive,1359975.0,66.0,adult standards
dean martin,i wonder who's kissing her now,Positive,1359975.0,66.0,adult standards
westlife,clementine,Positive,3155018.0,69.0,boy band
dean martin,perfect mountain,Positive,1359975.0,66.0,adult standards
taylor swift,live for the little things,Positive,58554324.0,94.0,pop
taylor swift,lover,Positive,58554324.0,94.0,pop
new kids on the block,step by step,Positive,660376.0,56.0,boy band
new kids on the block,please don't go girl,Positive,660376.0,56.0,boy band
backstreet boys,welcome to my heart,Positive,4721166.0,74.0,boy band
westlife,bop bop baby,Positive,3155018.0,69.0,boy band
dean martin,little ole wine drinker me,Negative,1359975.0,66.0,adult standards
backstreet boys,song for the unloved,Negative,4721166.0,74.0,boy band
westlife,i wont let you down,Negative,3155018.0,69.0,boy band
taylor swift,tell me why,Negative,58554324.0,94.0,pop
dean martin,right kind of woman,Positive,1359975.0,66.0,adult standards
taylor swift,bad blood,Negative,58554324.0,94.0,pop
backstreet boys,mr. a,Positive,4721166.0,74.0,boy band
taylor swift,beautiful ghosts,Positive,58554324.0,94.0,pop
new kids on the block,you got it (the right stuff),Positive,660376.0,56.0,boy band
dean martin,somebody loves you,Positive,1359975.0,66.0,adult standards
dean martin,my heart reminds me,Positive,1359975.0,66.0,adult standards
westlife,home,Positive,3155018.0,69.0,boy band
dean martin,about a quarter to nine,Negative,1359975.0,66.0,adult standards
taylor swift,i heart ?,Negative,58554324.0,94.0,pop
dean martin,white christmas,Positive,1359975.0,66.0,adult standards
dean martin,the christmas waltz,Positive,1359975.0,66.0,adult standards
dean martin,i don't care if the sun don't shine,Positive,1359975.0,66.0,adult standards
westlife,butterfly kisses,Positive,3155018.0,69.0,boy band
taylor swift,state of grace,Positive,58554324.0,94.0,pop
taylor swift,london boy,Positive,58554324.0,94.0,pop
westlife,we are one,Positive,3155018.0,69.0,boy band
westlife,try again,Positive,3155018.0,69.0,boy band
westlife,on the wings of love,Positive,3155018.0,69.0,boy band
dean martin,i have but one heart,Positive,1359975.0,66.0,adult standards
westlife,come fly with me,Positive,3155018.0,69.0,boy band
backstreet boys,larger than life,Positive,4721166.0,74.0,boy band
taylor swift,safe and sound,Positive,58554324.0,94.0,pop
dean martin,chee chee-oo chee,Positive,1359975.0,66.0,adult standards
backstreet boys,i need you tonight,Positive,4721166.0,74.0,boy band
dean martin,what a diff'rence a day made,Negative,1359975.0,66.0,adult standards
dean martin,i'm gonna change everything,Positive,1359975.0,66.0,adult standards
dean martin,blue memories,Positive,1359975.0,66.0,adult standards
dean martin,buttercup a golden hair,Positive,1359975.0,66.0,adult standards
dean martin,i can't believe that you're in love with me,Positive,1359975.0,66.0,adult standards
backstreet boys,any other way,Negative,4721166.0,74.0,boy band
dean martin,until you love someone,Positive,1359975.0,66.0,adult standards
dean martin,houston,Negative,1359975.0,66.0,adult standards
dean martin,muskrat ramble,Positive,1359975.0,66.0,adult standards
dean martin,when someone thinks you're wonderful,Positive,1359975.0,66.0,adult standards
taylor swift,paper rings,Negative,58554324.0,94.0,pop
dean martin,vieni su,Positive,1359975.0,66.0,adult standards
backstreet boys,in the end,Negative,4721166.0,74.0,boy band
taylor swift,angelina,Negative,58554324.0,94.0,pop
westlife,take me there,Positive,3155018.0,69.0,boy band
taylor swift,under my head,Positive,58554324.0,94.0,pop
westlife,turn around,Positive,3155018.0,69.0,boy band
westlife,you are so beautiful,Positive,3155018.0,69.0,boy band
westlife,fool again,Positive,3155018.0,69.0,boy band
dean martin,i don't know why (i just do),Positive,1359975.0,66.0,adult standards
taylor swift,starlight,Positive,58554324.0,94.0,pop
westlife,everlasting love,Positive,3155018.0,69.0,boy band
backstreet boys,said i love you,Positive,4721166.0,74.0,boy band
taylor swift,christmas must be something more,Positive,58554324.0,94.0,pop
taylor swift,welcome distraction,Positive,58554324.0,94.0,pop
backstreet boys,best that i can,Positive,4721166.0,74.0,boy band
dean martin,i'm so lonesome i could cry,Positive,1359975.0,66.0,adult standards
dean martin,i'll buy that dream,Negative,1359975.0,66.0,adult standards
dean martin,beside you,Positive,1359975.0,66.0,adult standards
westlife,swear it again (rokstone mix),Positive,3155018.0,69.0,boy band
taylor swift,back to december,Positive,58554324.0,94.0,pop
backstreet boys,i got to get it,Positive,4721166.0,74.0,boy band
dean martin,let's take an old fashioned walk,Positive,1359975.0,66.0,adult standards
backstreet boys,the way it was,Negative,4721166.0,74.0,boy band
dean martin,crying time,Positive,1359975.0,66.0,adult standards
dean martin,don't let the stars get in your eyes,Positive,1359975.0,66.0,adult standards
dean martin,rue de mon amour (street of my love),Positive,1359975.0,66.0,adult standards
taylor swift,permanent marker,Positive,58554324.0,94.0,pop
westlife,love crime,Positive,3155018.0,69.0,boy band
dean martin,keep a little dream handy,Negative,1359975.0,66.0,adult standards
backstreet boys,don't turn out the lights,Positive,4721166.0,74.0,boy band
dean martin,you can't love 'em all,Positive,1359975.0,66.0,adult standards
taylor swift,nevermind,Negative,58554324.0,94.0,pop
backstreet boys,trouble is,Positive,4721166.0,74.0,boy band
westlife,miss you night,Negative,3155018.0,69.0,boy band
westlife,amazing,Positive,3155018.0,69.0,boy band
taylor swift,come back... be here,Positive,58554324.0,94.0,pop
taylor swift,i did something bad,Positive,58554324.0,94.0,pop
backstreet boys,the call,Negative,4721166.0,74.0,boy band
dean martin,red roses for a blue lady,Positive,1359975.0,66.0,adult standards
dean martin,i'll always love you (day after day),Positive,1359975.0,66.0,adult standards
backstreet boys,loving you,Positive,4721166.0,74.0,boy band
taylor swift,i forgot that you existed,Positive,58554324.0,94.0,pop
dean martin,i wish you love,Positive,1359975.0,66.0,adult standards
backstreet boys,weird world,Negative,4721166.0,74.0,boy band
new kids on the block,i'll be loving you (forever),Positive,660376.0,56.0,boy band
dean martin,happy feet,Positive,1359975.0,66.0,adult standards
dean martin,there's my lover,Positive,1359975.0,66.0,adult standards
dean martin,i never had a chance,Positive,1359975.0,66.0,adult standards
dean martin,i'll be seeing you,Negative,1359975.0,66.0,adult standards
taylor swift,superstar,Positive,58554324.0,94.0,pop
taylor swift,don't blame me,Negative,58554324.0,94.0,pop
backstreet boys,just to be close to you,Positive,4721166.0,74.0,boy band
dean martin,winter romance,Positive,1359975.0,66.0,adult standards
dean martin,you was,Positive,1359975.0,66.0,adult standards
taylor swift,false god,Negative,58554324.0,94.0,pop
dean martin,fools rush in,Positive,1359975.0,66.0,adult standards
dean martin,if i ever get back to georgia,Negative,1359975.0,66.0,adult standards
taylor swift,my turn to be me,Positive,58554324.0,94.0,pop
taylor swift,this love,Positive,58554324.0,94.0,pop
backstreet boys,shattered,Positive,4721166.0,74.0,boy band
dean martin,let's be friendly,Positive,1359975.0,66.0,adult standards
westlife,moments,Positive,3155018.0,69.0,boy band
taylor swift,by the way,Positive,58554324.0,94.0,pop
new kids on the block,hangin' tough,Negative,660376.0,56.0,boy band
backstreet boys,spanish eyes,Positive,4721166.0,74.0,boy band
dean martin,welcome to my world,Positive,1359975.0,66.0,adult standards
westlife,reason for living,Positive,3155018.0,69.0,boy band
backstreet boys,boys will be boys,Positive,4721166.0,74.0,boy band
dean martin,aw c'mon,Negative,1359975.0,66.0,adult standards
dean martin,non dimenticar,Positive,1359975.0,66.0,adult standards
taylor swift,love they haven't thought of yet,Positive,58554324.0,94.0,pop
dean martin,mistletoe and holly,Neutral,1359975.0,66.0,adult standards
dean martin,bamboozled,Positive,1359975.0,66.0,adult standards
taylor swift,same girl,Negative,58554324.0,94.0,pop
dean martin,you made me love you (i didn't want to do it),Positive,1359975.0,66.0,adult standards
backstreet boys,she's a dream,Positive,4721166.0,74.0,boy band
backstreet boys,satellite,Positive,4721166.0,74.0,boy band
westlife,evergreen,Positive,3155018.0,69.0,boy band
dean martin,a million and one,Positive,1359975.0,66.0,adult standards
dean martin,someday,Positive,1359975.0,66.0,adult standards
westlife,i have a dream (remix),Negative,3155018.0,69.0,boy band
dean martin,artists and models,Positive,1359975.0,66.0,adult standards
dean martin,tie a yellow ribbon round the ole oak tree,Positive,1359975.0,66.0,adult standards
dean martin,cha cha cha d'amour,Positive,1359975.0,66.0,adult standards
westlife,everybody knows,Positive,3155018.0,69.0,boy band
dean martin,rudolph the red nose reindeer,Positive,1359975.0,66.0,adult standards
westlife,please stay,Positive,3155018.0,69.0,boy band
taylor swift,last christmas,Negative,58554324.0,94.0,pop
dean martin,how do you like your eggs in the morning,Positive,1359975.0,66.0,adult standards
westlife,you make me feel,Positive,3155018.0,69.0,boy band
dean martin,get on with your livin',Negative,1359975.0,66.0,adult standards
backstreet boys,just want you to know,Negative,4721166.0,74.0,boy band
taylor swift,just south of knowing why,Negative,58554324.0,94.0,pop
backstreet boys,crawling back to you,Negative,4721166.0,74.0,boy band
dean martin,the christmas song,Positive,1359975.0,66.0,adult standards
dean martin,way down yonder in new orleans,Positive,1359975.0,66.0,adult standards
dean martin,ridin' into love,Positive,1359975.0,66.0,adult standards
backstreet boys,soldier,Negative,4721166.0,74.0,boy band
taylor swift,sad beautiful tragic,Positive,58554324.0,94.0,pop
dean martin,honey,Positive,1359975.0,66.0,adult standards
dean martin,do it yourself,Positive,1359975.0,66.0,adult standards
dean martin,(ma come beli) bella bimba,Positive,1359975.0,66.0,adult standards
dean martin,"goodnight, my love",Positive,1359975.0,66.0,adult standards
westlife,all or nothing,Positive,3155018.0,69.0,boy band
dean martin,the first thing ev'ry morning (and the last thing ev'ry night),Positive,1359975.0,66.0,adult standards
taylor swift,a perfectly good heart,Positive,58554324.0,94.0,pop
westlife,flying without wings (acapella),Positive,3155018.0,69.0,boy band
dean martin,shades,Negative,1359975.0,66.0,adult standards
taylor swift,the diary of me,Negative,58554324.0,94.0,pop
dean martin,you're the right one,Positive,1359975.0,66.0,adult standards
dean martin,it's a whistling kinda morning,Positive,1359975.0,66.0,adult standards
dean martin,i only have eyes for you,Positive,1359975.0,66.0,adult standards
dean martin,as you are,Positive,1359975.0,66.0,adult standards
dean martin,just a little lovin',Negative,1359975.0,66.0,adult standards
dean martin,make the world go away,Positive,1359975.0,66.0,adult standards
backstreet boys,shape of my heart,Positive,4721166.0,74.0,boy band
westlife,world of our own,Positive,3155018.0,69.0,boy band
dean martin,once in love with amy,Positive,1359975.0,66.0,adult standards
taylor swift,i think he knows,Negative,58554324.0,94.0,pop
dean martin,once in a while,Positive,1359975.0,66.0,adult standards
taylor swift,that's life,Positive,58554324.0,94.0,pop
dean martin,hey brother pour the wine,Positive,1359975.0,66.0,adult standards
backstreet boys,over her,Positive,4721166.0,74.0,boy band
dean martin,street of love (rue de mon amour),Positive,1359975.0,66.0,adult standards
taylor swift,this is why we can't have nice things,Positive,58554324.0,94.0,pop
dean martin,for the good times,Positive,1359975.0,66.0,adult standards
dean martin,where are you,Negative,1359975.0,66.0,adult standards
dean martin,the old calliope,Positive,1359975.0,66.0,adult standards
dean martin,have a heart,Positive,1359975.0,66.0,adult standards
dean martin,the glory of love,Positive,1359975.0,66.0,adult standards
dean martin,the glow worm,Neutral,1359975.0,66.0,adult standards
backstreet boys,roll with it,Positive,4721166.0,74.0,boy band
dean martin,what can i say after i say i'm sorry,Negative,1359975.0,66.0,adult standards
dean martin,for once in my life,Positive,1359975.0,66.0,adult standards
dean martin,if i should love again,Positive,1359975.0,66.0,adult standards
dean martin,don't let the blues make you bad,Negative,1359975.0,66.0,adult standards
taylor swift,our last night,Positive,58554324.0,94.0,pop
dean martin,"love me, my love",Positive,1359975.0,66.0,adult standards
dean martin,humdinger,Positive,1359975.0,66.0,adult standards
westlife,the way you look tonight,Positive,3155018.0,69.0,boy band
dean martin,tangerine,Positive,1359975.0,66.0,adult standards
taylor swift,forever & always,Positive,58554324.0,94.0,pop
taylor swift,me and britney,Positive,58554324.0,94.0,pop
dean martin,confused,Negative,1359975.0,66.0,adult standards
westlife,difference in me,Positive,3155018.0,69.0,boy band
dean martin,if,Positive,1359975.0,66.0,adult standards
dean martin,a marshmallow world,Positive,1359975.0,66.0,adult standards
dean martin,three wishes,Positive,1359975.0,66.0,adult standards
backstreet boys,light on,Positive,4721166.0,74.0,boy band
dean martin,that old gang of mine,Positive,1359975.0,66.0,adult standards
backstreet boys,bigger,Negative,4721166.0,74.0,boy band
dean martin,the things we did last summer,Negative,1359975.0,66.0,adult standards
backstreet boys,best days,Positive,4721166.0,74.0,boy band
backstreet boys,missing you,Negative,4721166.0,74.0,boy band
backstreet boys,like a child,Positive,4721166.0,74.0,boy band
taylor swift,we are never ever getting back together,Positive,58554324.0,94.0,pop
westlife,pictures in my head,Positive,3155018.0,69.0,boy band
taylor swift,ain't nothing 'bout you,Positive,58554324.0,94.0,pop
westlife,crying girl,Negative,3155018.0,69.0,boy band
dean martin,sway,Positive,1359975.0,66.0,adult standards
backstreet boys,permanent stain,Positive,4721166.0,74.0,boy band
